sentence|tone|rater_order|current_rating
I've missed you so much, my darling.|worried|4|1
Is he really coming over then?|admiring|0|1
Is he really coming over then?|admiring|1|1
Is he really coming over then?|admiring|2|1
Is he really coming over then?|admiring|3|1
Is he really coming over then?|admiring|4|1
Is he really coming over then?|affectionate|0|1
Is he really coming over then?|affectionate|1|1
Is he really coming over then?|affectionate|2|1
Is he really coming over then?|affectionate|3|1
Is he really coming over then?|affectionate|4|1
Is he really coming over then?|angry|0|1
Is he really coming over then?|angry|1|1
Is he really coming over then?|angry|2|1
Is he really coming over then?|angry|3|1
Is he really coming over then?|angry|4|1
Is he really coming over then?|annoyed|0|2
Is he really coming over then?|annoyed|1|2
Is he really coming over then?|annoyed|2|2
Is he really coming over then?|annoyed|3|2
Is he really coming over then?|annoyed|4|2
Is he really coming over then?|anxious|0|2
Is he really coming over then?|anxious|1|2
Is he really coming over then?|anxious|2|2
Is he really coming over then?|anxious|3|3
Is he really coming over then?|anxious|4|2
Is he really coming over then?|apologetic|0|1
Is he really coming over then?|apologetic|1|1
Is he really coming over then?|apologetic|2|1
Is he really coming over then?|apologetic|3|1
Is he really coming over then?|apologetic|4|1
Is he really coming over then?|appreciative|0|1
Is he really coming over then?|appreciative|1|1
Is he really coming over then?|appreciative|2|1
Is he really coming over then?|appreciative|3|1
Is he really coming over then?|appreciative|4|1
Is he really coming over then?|concerned|0|2
Is he really coming over then?|concerned|1|2
Is he really coming over then?|concerned|2|2
Is he really coming over then?|concerned|3|3
Is he really coming over then?|concerned|4|3
Is he really coming over then?|confused|0|1
Is he really coming over then?|confused|1|3
Is he really coming over then?|confused|2|3
Is he really coming over then?|confused|3|2
Is he really coming over then?|confused|4|2
Is he really coming over then?|curious|0|4
Is he really coming over then?|curious|1|3
Is he really coming over then?|curious|2|3
Is he really coming over then?|curious|3|4
Is he really coming over then?|curious|4|4
Is he really coming over then?|defensive|0|1
Is he really coming over then?|defensive|1|1
Is he really coming over then?|defensive|2|1
Is he really coming over then?|defensive|3|1
Is he really coming over then?|defensive|4|1
Is he really coming over then?|descriptive|0|1
Is he really coming over then?|descriptive|1|1
Is he really coming over then?|descriptive|2|1
Is he really coming over then?|descriptive|3|1
Is he really coming over then?|descriptive|4|1
Is he really coming over then?|desperate|0|1
Is he really coming over then?|desperate|1|1
Is he really coming over then?|desperate|2|1
Is he really coming over then?|desperate|3|2
Is he really coming over then?|desperate|4|2
Is he really coming over then?|disappointed|0|2
Is he really coming over then?|disappointed|1|2
Is he really coming over then?|disappointed|2|2
Is he really coming over then?|disappointed|3|2
Is he really coming over then?|disappointed|4|2
Is he really coming over then?|encouraging|0|1
Is he really coming over then?|encouraging|1|1
Is he really coming over then?|encouraging|2|1
Is he really coming over then?|encouraging|3|1
Is he really coming over then?|encouraging|4|1
Is he really coming over then?|excited|0|2
Is he really coming over then?|excited|1|2
Is he really coming over then?|excited|2|2
Is he really coming over then?|excited|3|2
Is he really coming over then?|excited|4|2
Is he really coming over then?|friendly|0|1
Is he really coming over then?|friendly|1|1
Is he really coming over then?|friendly|2|1
Is he really coming over then?|friendly|3|1
Is he really coming over then?|friendly|4|1
Is he really coming over then?|frustrated|0|2
Is he really coming over then?|frustrated|1|2
Is he really coming over then?|frustrated|2|1
Is he really coming over then?|frustrated|3|1
Is he really coming over then?|frustrated|4|1
Is he really coming over then?|grateful|0|1
Is he really coming over then?|grateful|1|1
Is he really coming over then?|grateful|2|1
Is he really coming over then?|grateful|3|1
Is he really coming over then?|grateful|4|1
Is he really coming over then?|happy|0|1
Is he really coming over then?|happy|1|1
Is he really coming over then?|happy|2|1
Is he really coming over then?|happy|3|1
Is he really coming over then?|happy|4|1
Is he really coming over then?|indignant|0|1
Is he really coming over then?|indignant|1|1
Is he really coming over then?|indignant|2|2
Is he really coming over then?|indignant|3|2
Is he really coming over then?|indignant|4|1
Is he really coming over then?|irritated|0|2
Is he really coming over then?|irritated|1|2
Is he really coming over then?|irritated|2|2
Is he really coming over then?|irritated|3|2
Is he really coming over then?|irritated|4|2
Is he really coming over then?|joyful|0|1
Is he really coming over then?|joyful|1|1
Is he really coming over then?|joyful|2|1
Is he really coming over then?|joyful|3|1
Is he really coming over then?|joyful|4|1
Is he really coming over then?|nostalgic|0|1
Is he really coming over then?|nostalgic|1|1
Is he really coming over then?|nostalgic|2|1
Is he really coming over then?|nostalgic|3|1
Is he really coming over then?|nostalgic|4|1
Is he really coming over then?|pleased|0|1
Is he really coming over then?|pleased|1|1
Is he really coming over then?|pleased|2|1
Is he really coming over then?|pleased|3|1
Is he really coming over then?|pleased|4|1
Is he really coming over then?|proud|0|1
Is he really coming over then?|proud|1|1
Is he really coming over then?|proud|2|1
Is he really coming over then?|proud|3|1
Is he really coming over then?|proud|4|1
Is he really coming over then?|reassuring|0|1
Is he really coming over then?|reassuring|1|1
Is he really coming over then?|reassuring|2|1
Is he really coming over then?|reassuring|3|1
Is he really coming over then?|reassuring|4|1
Is he really coming over then?|reflective|0|1
Is he really coming over then?|reflective|1|1
Is he really coming over then?|reflective|2|1
Is he really coming over then?|reflective|3|1
Is he really coming over then?|reflective|4|1
Is he really coming over then?|relieved|0|1
Is he really coming over then?|relieved|1|2
Is he really coming over then?|relieved|2|1
Is he really coming over then?|relieved|3|2
Is he really coming over then?|relieved|4|1
Is he really coming over then?|resigned|0|1
Is he really coming over then?|resigned|1|2
Is he really coming over then?|resigned|2|2
Is he really coming over then?|resigned|3|2
Is he really coming over then?|resigned|4|2
Is he really coming over then?|sad|0|1
Is he really coming over then?|sad|1|1
Is he really coming over then?|sad|2|1
Is he really coming over then?|sad|3|1
Is he really coming over then?|sad|4|1
Is he really coming over then?|sarcastic|0|1
Is he really coming over then?|sarcastic|1|1
Is he really coming over then?|sarcastic|2|1
Is he really coming over then?|sarcastic|3|1
Is he really coming over then?|sarcastic|4|1
Is he really coming over then?|shocked|0|2
Is he really coming over then?|shocked|1|2
Is he really coming over then?|shocked|2|2
Is he really coming over then?|shocked|3|2
Is he really coming over then?|shocked|4|2
